  0.404106E+01  0.105474E+04
  0.408442E+01  0.101168E+04
  0.412851E+01  0.972008E+03
  0.417335E+01  0.933785E+03
  0.421893E+01  0.896526E+03
  0.426529E+01  0.860224E+03
  0.431242E+01  0.824875E+03
  0.436036E+01  0.790473E+03
  0.440911E+01  0.757011E+03
  0.445868E+01  0.726100E+03
  0.450910E+01  0.696447E+03
  0.456039E+01  0.667598E+03
  0.461255E+01  0.639548E+03
  0.466560E+01  0.612287E+03
  0.471957E+01  0.585810E+03
  0.477446E+01  0.560109E+03
  0.483030E+01  0.536396E+03
  0.488711E+01  0.513733E+03
  0.494491E+01  0.491728E+03
  0.500370E+01  0.470374E+03
  0.506352E+01  0.449662E+03
  0.512438E+01  0.429586E+03
  0.518631E+01  0.410135E+03
  0.524932E+01  0.392208E+03
  0.531344E+01  0.375100E+03
  0.537869E+01  0.358521E+03
  0.544509E+01  0.342464E+03
  0.551266E+01  0.326921E+03
  0.558143E+01  0.311883E+03
  0.565142E+01  0.297343E+03
  0.572265E+01  0.283976E+03
  0.579516E+01  0.271206E+03
  0.586896E+01  0.258855E+03
  0.594408E+01  0.246917E+03
  0.602055E+01  0.235383E+03
  0.609840E+01  0.224247E+03
  0.617765E+01  0.213500E+03
  0.625833E+01  0.203695E+03
  0.634048E+01  0.194296E+03
  0.642411E+01  0.185223E+03
  0.650927E+01  0.176469E+03
  0.659598E+01  0.168027E+03
  0.668428E+01  0.159892E+03
  0.677419E+01  0.152063E+03
  0.686575E+01  0.144934E+03
  0.695900E+01  0.138062E+03
  0.705396E+01  0.131441E+03
  0.715069E+01  0.125065E+03
  0.724920E+01  0.118929E+03
  0.734954E+01  0.113026E+03
  0.745175E+01  0.107415E+03
  0.755587E+01  0.102264E+03
  0.766193E+01  0.973071E+02
  0.776997E+01  0.925400E+02
  0.788005E+01  0.879578E+02
  0.799220E+01  0.835554E+02
  0.810646E+01  0.793281E+02
  0.822289E+01  0.753600E+02
  0.834151E+01  0.716550E+02
  0.846239E+01  0.680967E+02
  0.858558E+01  0.646810E+02
  0.871111E+01  0.614038E+02
  0.883904E+01  0.582611E+02
  0.896942E+01  0.552487E+02
  0.910231E+01  0.524667E+02
  0.923775E+01  0.498302E+02
  0.937581E+01  0.473027E+02
  0.951653E+01  0.448807E+02
  0.965999E+01  0.425611E+02
  0.980623E+01  0.403403E+02
  0.995531E+01  0.382289E+02
  0.101073E+02  0.362855E+02
  0.102623E+02  0.344248E+02
  0.104203E+02  0.326440E+02
  0.105814E+02  0.309404E+02
  0.107457E+02  0.293115E+02
  0.109132E+02  0.277546E+02
  0.110840E+02  0.263029E+02
  0.112582E+02  0.249386E+02
  0.114359E+02  0.236344E+02
  0.116171E+02  0.223883E+02
  0.118020E+02  0.211981E+02
  0.119905E+02  0.200620E+02
  0.121828E+02  0.189827E+02
  0.123790E+02  0.179857E+02
  0.125791E+02  0.170339E+02
  0.127832E+02  0.161256E+02
  0.129915E+02  0.152591E+02
  0.132040E+02  0.144329E+02
  0.134209E+02  0.136454E+02
  0.136421E+02  0.129133E+02
  0.138679E+02  0.122220E+02
  0.140982E+02  0.115631E+02
  0.143333E+02  0.109352E+02
  0.145733E+02  0.103372E+02
  0.148181E+02  0.976786E+01
  0.150681E+02  0.923266E+01
  0.153231E+02  0.873270E+01
  0.155835E+02  0.825668E+01
  0.158493E+02  0.780362E+01
  0.161206E+02  0.737257E+01
  0.163976E+02  0.696261E+01
  0.166804E+02  0.657447E+01
  0.169691E+02  0.621375E+01
  0.172638E+02  0.587071E+01
  0.175648E+02  0.554459E+01
  0.178721E+02  0.523467E+01
  0.181859E+02  0.494023E+01
  0.185064E+02  0.466062E+01
  0.188337E+02  0.440158E+01
  0.191679E+02  0.415558E+01
  0.195093E+02  0.392198E+01
  0.198580E+02  0.370021E+01
  0.202141E+02  0.348976E+01
  0.205779E+02  0.329011E+01
  0.209495E+02  0.310467E+01
  0.213292E+02  0.292914E+01
  0.217170E+02  0.276263E+01
  0.221133E+02  0.260473E+01
  0.225181E+02  0.245503E+01
  0.229318E+02  0.231317E+01
  0.233544E+02  0.218110E+01
  0.237864E+02  0.205622E+01
  0.242277E+02  0.193788E+01
  0.246788E+02  0.182579E+01
  0.251398E+02  0.171963E+01
  0.256109E+02  0.161913E+01
  0.260925E+02  0.152551E+01
  0.265847E+02  0.143695E+01
  0.270879E+02  0.135314E+01
  0.276022E+02  0.127382E+01
  0.281280E+02  0.119879E+01
  0.286655E+02  0.112794E+01
  0.292151E+02  0.106200E+01
  0.297770E+02  0.999630E+00
  0.303515E+02  0.940659E+00
  0.309390E+02  0.884912E+00
  0.315397E+02  0.832228E+00
  0.321540E+02  0.782649E+00
  0.327822E+02  0.736270E+00
  0.334248E+02  0.692451E+00
  0.340819E+02  0.651060E+00
  0.347540E+02  0.611975E+00
  0.354416E+02  0.575076E+00
  0.361448E+02  0.540498E+00
  0.368642E+02  0.508038E+00
  0.376002E+02  0.477402E+00
  0.383532E+02  0.448495E+00
  0.391235E+02  0.421226E+00
  0.399117E+02  0.395509E+00
  0.407182E+02  0.371531E+00
  0.415434E+02  0.348940E+00
  0.423879E+02  0.327639E+00
  0.432521E+02  0.307561E+00
  0.441365E+02  0.288639E+00
  0.450417E+02  0.270864E+00
  0.459681E+02  0.254215E+00
  0.469164E+02  0.238531E+00
  0.478870E+02  0.223759E+00
  0.488806E+02  0.209850E+00
  0.498977E+02  0.196755E+00
  0.509390E+02  0.184529E+00
  0.520051E+02  0.173038E+00
  0.530966E+02  0.162224E+00
  0.542142E+02  0.152049E+00
  0.553586E+02  0.142478E+00
  0.565304E+02  0.133506E+00
  0.577305E+02  0.125112E+00
  0.589594E+02  0.117219E+00
  0.602180E+02  0.109798E+00
  0.615071E+02  0.102822E+00
  0.628274E+02  0.962689E-01
  0.641798E+02  0.901593E-01
  0.655651E+02  0.844185E-01
  0.669842E+02  0.790256E-01
  0.684381E+02  0.739604E-01
  0.699275E+02  0.692044E-01
  0.714535E+02  0.647558E-01
  0.730170E+02  0.605860E-01
  0.746191E+02  0.566722E-01
  0.762608E+02  0.529996E-01
  0.779430E+02  0.495539E-01
  0.796670E+02  0.463298E-01
  0.814339E+02  0.433147E-01
  0.832447E+02  0.404870E-01
  0.851007E+02  0.378357E-01
  0.870032E+02  0.353504E-01
  0.889532E+02  0.330251E-01
  0.909522E+02  0.308560E-01
  0.930016E+02  0.288234E-01
  0.951025E+02  0.269190E-01
  0.972565E+02  0.251351E-01
  0.994650E+02  0.234656E-01
