1.0867554355    [1.630351422657381e-13, 1.630351422657381e-15, 0.0, 0.0, 1e+20, 1e+24]
1.27531931766    [2.580390735222813e-15, 2.580390735222813e-17, 0.0, 0.0, 1e+20, 1e+24]
1.49660108326    [0.003207872815678343, 3.207872815678343e-05, 0.0, 0.0, 1e+20, 1e+24]
1.75627764075    [0.009176771499127299, 9.176771499127299e-05, 0.0, 0.0, 1e+20, 1e+24]
2.0610109039    [2.1824714491070522e-13, 2.1824714491070523e-15, 0.0, 0.0, 1e+20, 1e+24]
2.41861870096    [0.03962817799297408, 0.0003962817799297408, 0.0, 0.0, 1e+20, 1e+24]
2.83827533836    [0.07401704695681853, 0.0007401704695681853, 0.0, 0.0, 1e+20, 1e+24]
3.33074696443    [0.09269853187078739, 0.0009269853187078739, 0.0, 0.0, 1e+20, 1e+24]
3.90866777128    [0.10301201751308485, 0.0010301201751308484, 0.0, 0.0, 1e+20, 1e+24]
4.5868641207    [0.11025003623314492, 0.001102500362331449, 0.0, 0.0, 1e+20, 1e+24]
5.3827349094    [0.10419521762633151, 0.001041952176263315, 0.0, 0.0, 1e+20, 1e+24]
6.31669793185    [0.09147672410092203, 0.0009147672410092203, 0.0, 0.0, 1e+20, 1e+24]
7.41271369179    [0.08026188818218422, 0.0008026188818218422, 0.0, 0.0, 1e+20, 1e+24]
8.69890010087    [0.06955061345463365, 0.0006955061345463365, 0.0, 0.0, 1e+20, 1e+24]
10.208253834    [0.05909000502784376, 0.0005909000502784377, 0.0, 0.0, 1e+20, 1e+24]
11.9794968481    [0.049570543417706975, 0.0004957054341770698, 0.0, 0.0, 1e+20, 1e+24]
14.0580697802    [0.04118075035733365, 0.0004118075035733365, 0.0, 0.0, 1e+20, 1e+24]
19.0271508937    [0.08620153835344546, 0.0008620153835344547, 0.0, 0.0, 1e+20, 1e+24]
28.6704493666    [0.05421239760133103, 0.0005421239760133103, 0.0, 0.0, 1e+20, 1e+24]
43.2011430128    [0.03299359015130871, 0.0003299359015130871, 0.0, 0.0, 1e+20, 1e+24]
65.096250629    [0.01905800162255385, 0.0001905800162255385, 0.0, 0.0, 1e+20, 1e+24]
98.0881881919    [0.009899483943440219, 9.899483943440219e-05, 0.0, 0.0, 1e+20, 1e+24]
147.801026477    [0.0038306461611195184, 3.8306461611195187e-05, 0.0, 0.0, 1e+20, 1e+24]
222.709215354    [6.768864095218015e-14, 6.768864095218015e-16, 0.0, 0.0, 1e+20, 1e+24]
335.582206603    [3.812261709688758e-17, 3.812261709688758e-19, 0.0, 0.0, 1e+20, 1e+24]
